Source,Target,Type_Source,Type_Target,Weight
Stadt Rom,Municipal-,LOC,ORG,1
Stadt Seleukeia,Armeniern,LOC,LOC,1
Stadt Seleukeia,Gaza,LOC,LOC,1
Stadt Seleukeia,Mytilene,LOC,LOC,1
Stadt Seleukeia,Orontes,LOC,LOC,1
Stadt Seleukeia,Parthischen Reiche,LOC,LOC,1
Stadt Seleukeia,Phanagoria,LOC,LOC,1
Stadt Seleukeia,Ptolemais,LOC,PER,1
Stadt Seleukeia,Schwarzen Meer,LOC,LOC,1
Stadt Seleukeia,Tigranes,LOC,PER,1
Stadt Seleukeia,persische Seleukeia,LOC,LOC,1
Statilius,Caesar,PER,PER,1
Statilius,Catilinas,LOC,PER,1
Statilius,Crassus,PER,PER,1
Statilius,Gabinius,PER,PER,1
Statthalterschaften,Provinzen,LOC,LOC,1
Statthalterschaften,genehmer,LOC,PER,1
Statthaltersprengel,Aquileia,PER,LOC,1
Statthaltersprengel,Diesseitige,PER,LOC,1
Statthaltersprengel,Gallien,PER,LOC,1
Statthaltersprengel,Italien,PER,LOC,1
Statthaltersprengel,Narbo,PER,LOC,1
Steuerquellen,Sullas,LOC,PER,1
Stilo,Figulus,PER,PER,1
Stilo,Gaius Trebatius,PER,PER,1
Stilo,Varro,PER,PER,1
Stilo,volare pedibus,PER,LOC,1
Stoa,Antiochos von Askalon,PER,PER,1
Stoa,Eifers,PER,PER,1
Stoa,Epikureer Lucretius,PER,PER,1
Stoa,Götter-und Vorsehungsglauben,PER,PER,1
Stoa,Konservativen,PER,ORG,1
Stoa,Platonisch-Aristotelische,PER,LOC,1
Stoa,Roms,PER,LOC,1
Stoa,Varro,PER,PER,1
Stofflich,Aemilius Macer,PER,PER,1
Stofflich,Aude,PER,LOC,1
Stofflich,Cicero,PER,PER,1
Stofflich,Eratosthenes,PER,PER,1
Stofflich,Publius Varro,PER,PER,1
Stoikers,Sohn,PER,PER,1
Strabo,Polyb,PER,PER,1
Strabon,Göler,LOC,PER,1
Strabon,Leake,LOC,LOC,1
Strabon,Northern Greece,LOC,LOC,1
Strabon,Plutarch Caes,PER,PER,1
Strabons,Elymais,PER,LOC,1
Strabos,Ascon,LOC,LOC,1
Stratons Turm,Alexandros Jannäos,LOC,PER,1
Stratons Turm,Antiochia,LOC,LOC,1
Stratons Turm,Beröa,LOC,PER,1
Stratons Turm,Judenfürst,LOC,LOC,1
Stratons Turm,Ptolemais,LOC,LOC,1
Stratons Turm,Reichsstädten,LOC,LOC,1
Straßburg,Rheingrenze,LOC,LOC,1
Straßburg,Speier,LOC,LOC,1
Straßburg,Vangionen,LOC,LOC,1
Straßburg,Worms,LOC,LOC,1
Straße von Capua,Rom,LOC,LOC,1
Straße von Thessalonike,Scipio,LOC,PER,1
Straßenredner,Brutus,PER,PER,1
Streiftrupps,Genfersee,PER,LOC,1
Streiftrupps,Jura,PER,LOC,1
Streiftrupps Caesars,Ebro,PER,LOC,1
Streiftrupps Caesars,Ebrolinie,PER,LOC,1
Streiftrupps Caesars,Sicorismündung,PER,LOC,1
Streitkräfte,Afrika,ORG,LOC,1
Streitkräfte,Asien,ORG,LOC,1
Streitkräfte,Bithynien,ORG,LOC,1
Streitkräfte,Brandstoff,ORG,PER,1
Streitkräfte,Italien,ORG,LOC,1
Streitkräfte,Kilikien,ORG,LOC,1
Streitkräfte,Mittelmeer,ORG,LOC,1
Streitkräfte,Pamphylien,ORG,LOC,1
Streitkräfte,Provinz Asia,ORG,LOC,1
Streitkräfte,Römer,ORG,LOC,1
Streitkräfte,Sardinien,ORG,LOC,1
Streitkräfte,Sicilien,ORG,LOC,1
Streitkräfte,Spanien,ORG,LOC,1
Streitkräfte,Sullanische Kriegssteuer,ORG,LOC,1
Streitkräften Spaniens,Etrusker,ORG,LOC,1
Streitkräften Spaniens,Phöniker,ORG,LOC,1
Streitkräften Spaniens,Pompeius,ORG,PER,1
Strymon,Dyrrhachion,PER,LOC,1
Strymon,Makedonien,PER,LOC,1
Strymon,Provinz,PER,LOC,1
Strymon,Roms,PER,LOC,1
Strymon,Thessalonike,PER,PER,1
Strymon,römischen Heerstraße,PER,LOC,1
Städtebund,Kilikien,ORG,LOC,1
Städtern,Komitialmaschine,LOC,LOC,1
Städtern,bemäkeln,LOC,PER,1
Suchum Kale,Albaner,LOC,LOC,1
Suchum Kale,Anaklia,LOC,LOC,1
Suchum Kale,Lucius Flaccus,LOC,PER,1
Suchum Kale,Mittwinter,LOC,LOC,1
Suchum Kale,Oroizes,LOC,LOC,1
Suchum Kale,Pompeius,LOC,PER,1
Suchum Kale,Quintus Metellus Celer,LOC,PER,1
Suchum Kale,Schwarzen Meer,LOC,LOC,1
Sucro,Pompeius,LOC,PER,1
Sueben,Deutschland,LOC,LOC,1
Sueben,Mittelrhein,LOC,LOC,1
Sueben‹,Plinius,LOC,PER,1
Suessionen,Gallien,ORG,LOC,1
Suessionen,Leuker,LOC,LOC,1
Suessionen,Pyrenäen,LOC,LOC,1
Suessionen,Rhein,LOC,LOC,1
Suessionen,Treverer,LOC,LOC,1
Suessionen und Bellovakern,Bund,LOC,LOC,1
Suessionen und Bellovakern,Sambre,LOC,LOC,1
Sueton,Caes,PER,PER,2
Sueton,Dio,PER,PER,1
Sueton,Plutarch,PER,PER,1
Suetons,Caesars,PER,PER,1
Sulci,Sardinien,LOC,LOC,1
Sulla,Alexanders,PER,PER,1
Sulla,Alpen,PER,LOC,1
Sulla,Antipaters,PER,PER,1
Sulla,Arpinum Sohn,PER,PER,1
Sulla,Asellios,PER,PER,1
Sulla,Asiens,PER,LOC,1
Sulla,Bätis,PER,PER,1
Sulla,Caesar,PER,PER,6
Sulla,Caesars,PER,PER,1
Sulla,Cato,PER,PER,1
Sulla,Censor Lentulus,PER,LOC,1
Sulla,Cinna,PER,PER,1
Sulla,Crassus,PER,PER,1
Sulla,Decimus Iunius Brutus,PER,PER,1
Sulla,Disciplin,PER,LOC,1
Sulla,Fufidius,PER,ORG,1
Sulla,Gaius Gracchus,PER,PER,2
Sulla,Gallien,PER,LOC,1
Sulla,Geschwornenkommissionen,PER,PER,1
Sulla,Hauswesens,PER,LOC,1
Sulla,Heinrich IV.,PER,PER,1
Sulla,II,PER,LOC,1
Sulla,II,PER,ORG,1
Sulla,II,PER,PER,1
Sulla,Italien,PER,LOC,2
Sulla,Kilikien,PER,LOC,2
Sulla,Kleinasiens,PER,LOC,1
Sulla,Lepidus,PER,PER,1
Sulla,Lucius Lucullus,PER,PER,1
Sulla,Lucullus,PER,PER,1
Sulla,Magadates,PER,PER,1
Sulla,Makedonien,PER,LOC,2
Sulla,Mamercus Aemilius Lepidus Livianus,PER,PER,1
Sulla,Marcus Tullius Cicero,PER,PER,1
Sulla,Marius,PER,PER,1
Sulla,Metellus,PER,PER,1
Sulla,Mithradates,PER,PER,4
Sulla,Paetus,PER,PER,1
Sulla,Parteihaupt,PER,PER,1
Sulla,Philhellene,PER,PER,1
Sulla,Pompeius,PER,PER,3
Sulla,Praecia,PER,PER,1
Sulla,Quintus Hortensius,PER,PER,1
Sulla,Rom,PER,LOC,4
Sulla,Roms,PER,LOC,1
Sulla,Römer,PER,LOC,3
Sulla,Senat,PER,ORG,1
Sulla,Spanien,PER,LOC,1
Sulla,Staats,PER,LOC,1
Sulla,Sullanischen Domaniallandes,PER,LOC,1
Sulla,Sullas,PER,PER,1
Sulla,Syrien,PER,LOC,1
Sulla,Tigranes,PER,PER,1
Sulla,Tigranokerta,PER,PER,1
Sulla,Verfassungsmaschine,PER,LOC,1
Sulla,Verpflegungswesen,PER,LOC,1
Sulla,Volkspartei,PER,ORG,1
Sulla,Volkstribuns,PER,LOC,1
Sulla,Widerstandsmittel,PER,PER,1
Sulla,Wilhelm von Oranien,PER,PER,1
Sulla,demokratischen Partei,PER,ORG,1
Sulla,griechischen Halbinsel,PER,LOC,1
Sulla,hauptlos,PER,PER,1
Sulla,namhafteste,PER,LOC,1
Sulla,römischen Staat,PER,LOC,1
Sulla wiederabgeschafft,Titus Labienus,PER,PER,1
Sullaner,Catilina,PER,PER,1
Sullaner,Demokraten,PER,ORG,1
Sullaner,Italien,PER,LOC,1
Sullaner,Nobilität,PER,ORG,1
Sullaner,Pompeius,PER,PER,1
Sullaner,Sklavenaufstand,PER,PER,1
Sullaner,demokratischen Partei,PER,ORG,1
Sullaner,zurechtfand,PER,ORG,1
Sullanische Kriegssteuer,Bithynien,LOC,LOC,1
Sullanische Kriegssteuer,Brandstoff,LOC,PER,1
Sullanische Kriegssteuer,Kilikien,LOC,LOC,1
Sullanische Kriegssteuer,Pamphylien,LOC,LOC,1
Sullanischen,Etrurien,LOC,LOC,1
Sullanischen,Republik,LOC,LOC,1
Sullanischen,Volaterraner,LOC,PER,1
Sullanischen Domaniallandes,II,LOC,ORG,1
Sullanischen Rom,Entwicklungsverhältnissen,LOC,PER,1
Sullanischen Zeit,Plautinischer,LOC,PER,1
Sullanischen Zeit,Rom,LOC,LOC,1
Sullanischen Zeit,Scipionischen Zeit,LOC,LOC,1
Sullanischer,Sulla,PER,PER,1
Sullas,Amtsbefugnis,PER,LOC,1
Sullas,Armenien,PER,LOC,1
Sullas,Armenier,PER,LOC,1
Sullas,Asien,PER,LOC,2
Sullas,Beamtenkompetenzen,PER,ORG,1
Sullas,Caesars,PER,PER,2
Sullas,Catilina,PER,PER,1
Sullas,Decimus Iunius Brutus,PER,PER,1
Sullas,Demokraten,PER,ORG,1
Sullas,Demokratenhetze,PER,PER,1
Sullas,Etrurien,PER,LOC,1
Sullas,Expropriationen,PER,PER,1
Sullas,Faustus,PER,PER,1
Sullas,Gnaeus Pompeius,PER,PER,1
Sullas,Iassos,PER,LOC,1
Sullas,Italien,PER,LOC,3
Sullas,Kappadokien,PER,LOC,1
Sullas,Klazomenä,PER,LOC,1
Sullas,Käsareia,PER,LOC,1
Sullas,Landfriede,PER,LOC,1
Sullas,Lepidus,PER,PER,1
Sullas,Libyens,PER,LOC,1
Sullas,Lucius,PER,PER,1
Sullas,Lucius Bellienus,PER,PER,1
Sullas,Lucius Catilina,PER,PER,1
Sullas,Lucius Luscius,PER,PER,1
Sullas,Mamercus Aemilius Lepidus Livianus,PER,PER,1
Sullas,Marcus Antonius,PER,PER,1
Sullas,Marcus Lucullus,PER,PER,1
Sullas,Marianischen Demokratie,PER,ORG,1
Sullas,Mazaka,PER,LOC,1
Sullas,Nobilität,PER,ORG,1
Sullas,Pompeius,PER,PER,1
Sullas,Quintus Hortensius,PER,PER,1
Sullas,Quintus Lutatius Catulus,PER,PER,1
Sullas,Räuberfehde,PER,PER,1
Sullas,Samos,PER,LOC,1
Sullas,Seekönig,PER,PER,1
Sullas,Sempronischen Gesetze,PER,ORG,1
Sullas,Senat,PER,ORG,1
Sullas,Sertorianer,PER,PER,1
Sullas,Sohn,PER,PER,2
Sullas,Spanien,PER,LOC,1
Sullas,Sulla,PER,PER,2
Sullas,Thraker,PER,LOC,1
Sullas,demokratischen Partei,PER,ORG,1
Sullas,gewilligt,PER,PER,1
Sullas,italischen Halbinsel,PER,LOC,1
Susa,Klein-Leptis,LOC,LOC,1
Susiana,Luristan,LOC,LOC,1
Susiana,Persien,LOC,LOC,1
Syphax,Appian Pun,PER,PER,1
Syphax,Scipio,PER,PER,1
Syphax,Scipios,PER,PER,1
Syphax,Sicilien,PER,LOC,1
Syrakus,Chios,LOC,LOC,1
Syrakus,Kyzikos,LOC,LOC,1
Syrakus,Pergamon,LOC,LOC,1
Syrakus,Samos,LOC,LOC,1
Syrakus,Sicilien,LOC,LOC,1
Syrer,Phöniker,LOC,PER,1
Syrern,Armeniern,LOC,LOC,1
Syrern,Kretensern,LOC,LOC,1
Syrern,Nabatäern,LOC,LOC,1
Syrern,Rom,LOC,LOC,1
Syrern,Ägypten,LOC,LOC,1
Syrien,Abgaros von Osrhoene,LOC,PER,1
Syrien,Afrika,LOC,LOC,2
Syrien,Alexanders des Großen,LOC,PER,1
Syrien,Alexandreia,LOC,LOC,1
Syrien,Antiochos,LOC,PER,1
Syrien,Antipatros,LOC,PER,1
Syrien,Aristobulos,LOC,PER,1
Syrien,Armenien,LOC,LOC,1
Syrien,Armenier,LOC,LOC,1
Syrien,Asia,LOC,LOC,1
Syrien,Beduinen,LOC,LOC,1
Syrien,Belgiens,LOC,LOC,1
Syrien,Biradjik,LOC,PER,1
Syrien,Brundisium,LOC,LOC,1
Syrien,Bürgerschaft,LOC,LOC,1
Syrien,Caesar,LOC,PER,1
Syrien,Caesars,LOC,PER,1
Syrien,Capua,LOC,LOC,1
Syrien,Crassus,LOC,PER,1
Syrien,Euphrat,LOC,LOC,1
Syrien,Euphratübergang,LOC,LOC,1
Syrien,Europa,LOC,LOC,1
Syrien,Festung Seleukeia,LOC,LOC,1
Syrien,Gaius Cassius,LOC,PER,1
Syrien,Gaius Trebonius,LOC,PER,1
Syrien,Gallien,LOC,LOC,2
Syrien,Hellenen,LOC,LOC,1
Syrien,Hofe von Alexandreia,LOC,LOC,1
Syrien,II,LOC,LOC,1
Syrien,Illyricums,LOC,LOC,1
Syrien,Italien,LOC,LOC,4
Syrien,Italiens,LOC,LOC,1
Syrien,Jamblichos,LOC,LOC,1
Syrien,Kappadokien,LOC,LOC,1
Syrien,Kilikien,LOC,LOC,1
Syrien,Kilikiens,LOC,LOC,1
Syrien,Kleinasien,LOC,LOC,1
Syrien,Kleinbesitz,LOC,LOC,1
Syrien,Kreta,LOC,LOC,1
Syrien,Kyrene,LOC,LOC,1
Syrien,Libanos,LOC,LOC,1
Syrien,Lugdunensischen Galliens,LOC,LOC,1
Syrien,Magadates,LOC,PER,2
Syrien,Makedonien,LOC,LOC,1
Syrien,Mesopotamien,LOC,LOC,1
Syrien,Mesopotamiens,LOC,LOC,1
Syrien,Mittelmeer,LOC,LOC,1
Syrien,Municipalrechte,LOC,LOC,1
Syrien,Nisibis,LOC,LOC,1
Syrien,Oruros,LOC,PER,1
Syrien,Osakes,LOC,PER,1
Syrien,Ostia,LOC,LOC,1
Syrien,Parthern,LOC,LOC,1
Syrien,Pergamon,LOC,LOC,1
Syrien,Pharnakes,LOC,PER,1
Syrien,Plutarch,LOC,PER,1
Syrien,Pomp,LOC,PER,1
Syrien,Pompeius,LOC,PER,4
Syrien,Pontus,LOC,LOC,1
Syrien,Privatverkehr,LOC,LOC,1
Syrien,Puteoli,LOC,LOC,1
Syrien,Rhodus,LOC,LOC,1
Syrien,Rom,LOC,LOC,5
Syrien,Roten Meere,LOC,LOC,1
Syrien,Römern,LOC,LOC,3
Syrien,Samosata,LOC,LOC,1
Syrien,Sampsikeramos' Sohn,LOC,PER,1
Syrien,Samsat,LOC,LOC,1
Syrien,Seleukiden,LOC,LOC,1
Syrien,Sicilien,LOC,LOC,1
Syrien,Sohn Pakoros,LOC,PER,1
Syrien,Spanien,LOC,LOC,1
Syrien,Syrer,LOC,LOC,1
Syrien,Syrern,LOC,LOC,1
Syrien,Syriens,LOC,LOC,1
Syrien,Tigranokerta,LOC,LOC,1
Syrien,Tigranokerta,LOC,PER,1
Syrien,Tigris,LOC,LOC,1
Syrien,Volksschluß,LOC,LOC,1
Syrien,Volksschluß,LOC,PER,1
Syrien,Vorderasien,LOC,LOC,1
Syrien,andern Partei,LOC,ORG,1
Syrien,angestorben,LOC,LOC,1
Syrien,i.J.,LOC,PER,1
Syrien,römischen Herrschaft,LOC,LOC,1
Syrien,römischen Republik,LOC,LOC,1
Syrien,Ägypten,LOC,LOC,2
Syrien,Ägyptens,LOC,LOC,1
Syrien,Ägyptern,LOC,LOC,1
Syriens,Antiochia,LOC,LOC,2
Syriens,Athen,LOC,LOC,1
Syriens,Aulus Gabinius,LOC,PER,1
Syriens,Baktrien,LOC,LOC,1
Syriens,Beröa,LOC,PER,1
Syriens,Ciceros,LOC,PER,1
Syriens,Crassus,LOC,PER,1
Syriens,Damaskos,LOC,LOC,1
Syriens,Euphrat,LOC,LOC,1
Syriens,Gaza,LOC,LOC,1
Syriens,Indien,LOC,LOC,1
Syriens,Karawanenhandel,LOC,PER,1
Syriens,Kilikiens,LOC,LOC,1
Syriens,Kleinasiens,LOC,LOC,1
Syriens,Land für,LOC,LOC,1
Syriens,Marcus Bibulus,LOC,PER,1
Syriens,Niltal,LOC,LOC,1
Syriens,Parthischen Staate,LOC,LOC,1
Syriens,Phönikiens,LOC,LOC,1
Syriens,Pompeius,LOC,PER,2
Syriens,Provinz Weitläufigkeiten,LOC,LOC,1
Syriens,Ptolemais,LOC,LOC,1
Syriens,Rhodos,LOC,LOC,1
Syriens,Rom,LOC,LOC,1
Syriens,Römischen Reiche,LOC,LOC,1
Syriens,Seleukeia,LOC,LOC,1
Syriens,Stratons Turm,LOC,LOC,1
Syriens,nebelhafte Ferne,LOC,LOC,1
Syriens,römische Regierung,LOC,LOC,1
Syriens,Ägypten,LOC,LOC,2
Syriens Kommagene,Hellenen,LOC,LOC,1
Syriens Kommagene,Roten Meere,LOC,LOC,1
Syriens Kommagene,Römern,LOC,LOC,1
Syriens Kommagene,Samosata,LOC,LOC,1
Syriens Kommagene,Syrien,LOC,LOC,1
Südgallien Narbo,Berytos,LOC,LOC,1
Südgallien Narbo,Gades,LOC,LOC,1
Südgallien Narbo,Herakleia,LOC,LOC,1
Südgallien Narbo,Karthago,LOC,LOC,1
Südgallien Narbo,Korinth,LOC,LOC,1
Südgallien Narbo,Pontos,LOC,LOC,1
Südgallien Narbo,Sinope,LOC,LOC,1
Tacitus,Caesarische Monarchie,PER,ORG,1
Tacitus,Cato,PER,PER,1
Tacitus,Maas,PER,LOC,1
Tacitus,Mosel,PER,LOC,1
Tacitus,Schelde,PER,LOC,1
Tajo,Brigantium,LOC,PER,1
Tajo,Coruña,LOC,LOC,1
Tajo,Duero,LOC,LOC,1
Tajo,Euphrat,LOC,LOC,1
Tajo,Gades,LOC,PER,1
Tajo,Herminischen Berge,LOC,LOC,1
Tajo,Sierra de Estrella,LOC,LOC,1
Tajomündung,Aquinus,LOC,PER,1
Tal der Charente,Atlantischen Meer,LOC,LOC,1
Talaura,Armenien,LOC,LOC,1
Talaura,Armenier,PER,LOC,1
Talaura,Kleinarmenien,LOC,LOC,2
Talaura,Reiches,LOC,LOC,1
Talaura,Römern,LOC,LOC,1
Talaura,Tigranes,LOC,PER,1
Tanger,Afrika,LOC,LOC,1
Tanger,Pacciaecus,LOC,PER,1
Tanger,Plut,LOC,PER,1
Tanger,Sertorius,LOC,PER,1
Tanger,Stadt,LOC,LOC,1
Tarablus,Apameia,LOC,LOC,1
Tarablus,Beirut,LOC,LOC,1
Tarablus,Byblos,LOC,LOC,1
Tarablus,Lysias,LOC,LOC,1
Tarablus,Orontes,LOC,LOC,1
Tarkondimotos,Abgaros,LOC,LOC,1
Tarkondimotos,Alchaudonios,LOC,PER,1
Tarkondimotos,Athen,LOC,LOC,1
Tarkondimotos,Bostra,LOC,LOC,1
Tarkondimotos,Chalkis,LOC,LOC,1
Tarkondimotos,Damaskos,LOC,PER,1
Tarkondimotos,Euphrat,LOC,LOC,1
Tarkondimotos,Hemesa,LOC,LOC,1
Tarkondimotos,Kerkyra,LOC,LOC,1
Tarkondimotos,Kilikien,LOC,LOC,1
Tarkondimotos,Libanos,LOC,LOC,1
Tarkondimotos,Nabatäerkönig Aretas,LOC,PER,1
Tarkondimotos,Osrhoene,LOC,LOC,1
Tarkondimotos,Parther,LOC,LOC,1
Tarkondimotos,Ptolemäos Mennäos,LOC,PER,1
Tarkondimotos,Rhodos,LOC,LOC,1
Tarkondimotos,Römer,LOC,LOC,1
Tarkondimotos,Sampsikeramos,LOC,PER,1
Tarkondimotos,Sohn,LOC,PER,1
Tarkondimotos,Tyros,LOC,LOC,1
Tarn,Alpen,LOC,LOC,1
Tarracina,Baiae,LOC,PER,1
Tarracina,Caesars,LOC,PER,1
Tarracina,Fluß-und Seefischen,LOC,ORG,1
Tarracina,Hegung von Hasen,LOC,LOC,1
Tarracina,Janiculum,LOC,LOC,1
Tarracina,Ostia,LOC,LOC,1
Tarracina,Ponte Molle,LOC,LOC,1
Tarracina,Rhede,LOC,LOC,1
Tarracina,Schnecken- und Siebenschläferzüchtungen,LOC,LOC,1
Tarracina,Sulmo,LOC,LOC,1
Tarracina,Tiberstroms,LOC,LOC,1
Tarracina,Vaticanische Feld,LOC,LOC,1
Tarracina,unfruchtbarem Glanz,LOC,LOC,1
Tarraco,Dertosa,LOC,LOC,1
Taurischen Halbinsel,Lucullus,LOC,PER,1
Taurischen Halbinsel,Verräterei,LOC,LOC,1
Tauroeis,Brutus,LOC,PER,1
Tauroeis,Marseille,LOC,LOC,1
Tauroeis,Nasidius,LOC,PER,1
Tauroeis,Spanien,LOC,LOC,1
Tauroeis,la Ciotat,LOC,LOC,1
Tauroeis,massaliotischen,LOC,LOC,1
Tauros,Ikonion,PER,LOC,1
Tauros,Isaura,PER,LOC,1
Tauros,Oroanda,PER,LOC,1
Taurus,Kilikiens,LOC,LOC,1
Taurus,Korakesion,LOC,LOC,1
Taurusgebirge,Aristonikos,LOC,PER,1
Taurusgebirge,Bithynien,LOC,LOC,1
Taurusgebirge,Hermokrates,LOC,LOC,1
Taurusgebirge,Paphlagonien,LOC,LOC,1
Taurusgebirge,Taxiles,LOC,LOC,1
Tauruspässe,Tigris,LOC,LOC,1
Taxiles,Aristonikos,LOC,PER,1
Taxiles,Bithynien,LOC,LOC,1
Taxiles,Halys,LOC,LOC,1
Taxiles,Hermokrates,LOC,LOC,1
Taxiles,Juba,LOC,PER,1
Taxiles,Kabeira,LOC,LOC,1
Taxiles,Kappadokien,LOC,LOC,1
Taxiles,Lykos,LOC,PER,1
Taxiles,Megabates,LOC,PER,1
Taxiles,Paphlagonien,LOC,LOC,1
Teanum,II,LOC,LOC,1
Teanum,Labienus,LOC,PER,1
Teanum,Luceria,LOC,ORG,1
Teanum,Picenum,LOC,LOC,1
Teanum,Pompeius,LOC,PER,1
Teanum Sidicinum,Labienus,LOC,PER,1
Teanum Sidicinum,Pompeius,LOC,PER,1
Tempel von Komana,Pontischen,LOC,PER,1
Tempelbau von Jerusalem,Alexandreia,LOC,LOC,1
Tempelbau von Jerusalem,Caesar,LOC,PER,1
Tempelbau von Jerusalem,Rom,LOC,LOC,1
Tempelfelsen,Heiligtums,LOC,LOC,1
Tempsa,Etrurien,LOC,LOC,1
Tempsa,Expropriationen,LOC,PER,1
Tempsa,Italien,LOC,LOC,1
Tempsa,Landfriede,LOC,LOC,1
Tempsa,Sullas,LOC,PER,1
Tenedos,Bosporanischen Reiches,LOC,LOC,1
Tenedos,Lemnos,LOC,LOC,1
Tenedos,Sohn Machares,LOC,PER,1
Tenedos,Taurischen Chersones,LOC,LOC,1
Terenz,Ennius,PER,PER,1
Terenz,Garrick,PER,PER,1
Terenz,Johnson,PER,PER,1
Terenz,Lucilius,PER,PER,1
Terenz,Plautus,PER,PER,2
Terenz,Roscius,PER,PER,1
Terenz,Shakespeare,PER,PER,1
Terenz,Varro,PER,PER,1
Tergeste,Insurrektion Caesar,LOC,PER,1
Tergeste,Oberitalien,LOC,LOC,1
Tergeste,Ravenna,LOC,LOC,1
Tergeste,Triest,LOC,LOC,1
Tergeste,entblößen,LOC,LOC,1
Tetradrachmon,Cistophorus,PER,LOC,1
Tetradrachmon,Silberwert,PER,LOC,1
Teufel,Beelzebub,PER,PER,1
Teukros,Pompeius,PER,PER,1
Teukros,Sohn dem Zeus,PER,PER,1
Thapsus,Afranius,ORG,PER,1
Thapsus,Caesar,ORG,PER,1
Thapsus,Faustus,ORG,PER,1
Thapsus,Juba,LOC,LOC,1
Thapsus,Sittius,ORG,PER,1
Thapsus,Vorgebirge Râs Dimâs,LOC,LOC,1
Thaumakoi,Dhomoko,LOC,LOC,1
Thaumakoi,Dolopischen Höhen,LOC,LOC,1
Thaumakoi,Göler,LOC,PER,1
Thaumakoi,Leake,LOC,LOC,1
Thaumakoi,Northern Greece,LOC,LOC,1
Thaumakoi,Othrys,LOC,LOC,1
Thaumakoi,Pharsalos,LOC,LOC,1
Thaumakoi,Strabon,LOC,LOC,1
Theaterheer,Asien,PER,LOC,1
Theaterheer,Pompeius,PER,PER,1
Themiskyra,Thermodon,PER,LOC,1
Themistokles,Caesars,PER,PER,1
Themistokles,Homer,PER,PER,1
Themistokles,Kalidasa,PER,PER,1
Themistokles,Scipio,PER,PER,1
Themistokles,Sophokles,PER,PER,1
Themse,Alpen,LOC,LOC,1
Themse,Amiens,LOC,LOC,1
Themse,Brentford,LOC,LOC,1
Themse,Britanner,LOC,LOC,1
Themse,Cassivellaunus,LOC,PER,1
Themse,Crassus,LOC,PER,1
Themse,Donau,LOC,LOC,1
Themse,Essex,LOC,LOC,1
Themse,Euphrat,LOC,LOC,1
Themse,Gabinius,LOC,LOC,1
Themse,Gaus,LOC,PER,1
Themse,Kelten,LOC,LOC,1
Themse,Kingston,LOC,LOC,1
Themse,London,LOC,LOC,1
Themse,Meerarm,LOC,LOC,1
Themse,Parthien,LOC,LOC,1
Themse,Pyrenäen,LOC,LOC,1
Themse,Rhein,LOC,LOC,1
Themse,Römer,LOC,LOC,1
Themse,Römern,LOC,LOC,1
Themse,Spanien,LOC,LOC,1
Themse,Waldverhacke,LOC,LOC,1
Themse,erfocht,LOC,PER,1
Themse,Ägypten,LOC,LOC,1
Themse,Österreich,LOC,LOC,1
Theodotos,Caesar,PER,PER,1
Theodotos,ägyptischen Armee,PER,ORG,1
Theophanes von Mytilene,Caesar,PER,PER,1
Thessalien,Armee,LOC,ORG,1
Thessalien,Caesar,LOC,PER,1
Thessalien,Caesars,LOC,PER,1
Thessalien,Calvinus,LOC,PER,2
Thessalien,Egnatischen Chaussee,LOC,LOC,1
Thessalien,Emigrantenungeduld,LOC,PER,1
Thessalien,Epirus,LOC,LOC,1
Thessalien,Gnaeus Domitius Calvinus,LOC,PER,1
Thessalien,Griechenland,LOC,LOC,1
Thessalien,Illyrien,LOC,LOC,2
Thessalien,Italien,LOC,LOC,2
Thessalien,Landes,LOC,LOC,1
Thessalien,Lucius Cassius Longinus,LOC,PER,1
Thessalien,Makedonien,LOC,LOC,1
Thessalien,Peneios,LOC,PER,1
Thessalien,Pompeius,LOC,PER,1
Thessalien,Quintus Cornificius,LOC,PER,1
Thessalien,Quintus Fufius Calenus,LOC,PER,1
Thessalien,Rekrutenlegion Caesars,LOC,PER,1
Thessalien,Scipio,LOC,PER,2
Thessalien,Straße von Thessalonike,LOC,LOC,1
Thessalien,Vereinigung der beiden Armeen,LOC,ORG,1
Thessaliens,Caesars,LOC,PER,1
Thessalonike,Athen,LOC,LOC,1
Thessalonike,Byzantion,LOC,LOC,1
Thessalonike,Dyrrhachion,LOC,LOC,1
Thessalonike,Europa,LOC,LOC,1
Thessalonike,Hellas,LOC,PER,1
Thessalonike,Kleinasien,LOC,LOC,1
Thessalonike,Pergamon,LOC,LOC,1
Thessalonike,Provinz,PER,LOC,1
Thessalonike,Rom,LOC,LOC,1
Thessalonike,Roms,PER,LOC,1
Thessalonike,Scipio,LOC,PER,1
Thessalonike,Syrien,LOC,LOC,1
Thessalonike,römischen Heerstraße,PER,LOC,1
Theudosia,Kaffa,LOC,LOC,1
Theudosia,Phanagoriten,LOC,LOC,1
Thraker,Armee,LOC,ORG,1
Thraker,Castus,LOC,PER,1
Thraker,Dardaner,LOC,PER,1
Thraker,Donau,LOC,LOC,1
Thraker,Italikern,LOC,LOC,1
Thraker,Klientelkönigen beigezählt,LOC,LOC,1
Thraker,Korsarenflotten,LOC,LOC,1
Thraker,Makedonien,LOC,LOC,1
Thraker,Mithradates,LOC,LOC,1
Thraker,Mittelmeer,LOC,LOC,1
Thraker,Römer,LOC,LOC,1
Thraker,Römern,LOC,LOC,3
Thraker,Serbien,LOC,LOC,1
