LeftContext										Keyword	RightContext									
Caesar	abtat	was	er	angriff	Ohne	weiter	zu	verhandeln	nahm	Caesar	die	eine	von	Alexandreia	mitgebrachte	Legion	und	die	Truppen	des
der	Verfolgung	des	Königs	der	über	Sinope	heimgegangen	war	beauftragte	Caesar	des	Pharnakes	illegitimen	Bruder	den	tapfern	Mithradates	von	Pergamon	welcher
einem	der	galatischen	Fürstengeschlechter	entstammte	Auch	in	Illyrien	hatten	während	Caesar	in	Ägypten	war	sehr	ernsthafte	Auftritte	sich	zugetragen	Die	delmatische
ein	wunder	Fleck	der	römischen	Herrschaft	und	die	Bewohner	mit	Caesar	seit	den	Kämpfen	um	Dyrrhachion	in	offener	Fehde	im	Binnenland
um	hier	zur	See	und	zu	Lande	den	Krieg	gegen	Caesar	zu	leiten	wußte	Cornificius	gestützt	auf	die	Schiffe	und	den
Gefecht	Aber	als	der	neue	Statthalter	von	Illyrien	der	von	Caesar	aus	dem	Exil	zurückberufene	Aulus	Gabinius	mit	15	Kohorten	und
Küstenstädte	ergaben	sich	hierauf	der	Flotte	des	Octavius	die	an	Caesar	festhielten	wie	Salonae	und	Epidauros	Ragusa	vecchia	wurden	von	der
allein	es	war	dies	nichts	als	ein	örtlicher	Gebirgskrieg	Als	Caesar	aus	Ägypten	zurückkam	hatte	sein	entschlossener	Adjutant	die	in	Illyrien
man	gegen	die	allerdings	nicht	mit	Unrecht	der	Hinneigung	zu	Caesar	beschuldigte	Bürgerschaft	mit	Vorsichtsmaßregeln	sich	begnügte	hatte	sie	nur	Catos
hatte	sie	nur	Catos	energischem	Auftreten	zu	danken	Da	weder	Caesar	selbst	noch	einer	seiner	Statthalter	das	geringste	gegen	Afrika	unternahm
Pharsalische	Schlacht	fing	an	neuen	Siegeshoffnungen	zu	weichen	Die	von	Caesar	in	Ägypten	verlorene	Zeit	rächte	nirgend	sich	schwerer	als	hier
Unstern	zu	walten	Noch	vor	seiner	Einschiffung	nach	Ägypten	hatte	Caesar	in	Spanien	und	Italien	verschiedene	Maßregeln	zur	Einleitung	und	Vorbereitung
festzusetzen	Zeit	verloren	hatte	kam	zu	spät	Gaius	Trebonius	den	Caesar	nach	seiner	Heimkehr	aus	dem	Osten	zur	Ablösung	des	Cassius
worden	Bedenklicher	noch	waren	die	Vorgänge	unter	den	Truppen	die	Caesar	im	südlichen	Italien	hatte	zusammenziehen	lassen	um	mit	ihnen	nach
die	versprochenen	Geschenke	ihnen	gezahlt	seien	und	wiesen	die	von	Caesar	gesandten	Offiziere	mit	Hohnreden	ja	mit	Steinwürfen	zurück	Ein	Versuch
unterwegs	zurückzuhalten	versuchten	wurden	erschlagen	Es	war	eine	furchtbare	Gefahr	Caesar	ließ	die	wenigen	in	der	Stadt	befindlichen	Soldaten	die	Tore
Augenblicklich	ward	er	wie	gebeten	erteilt	Wegen	der	Geschenke	fügte	Caesar	hinzu	welche	er	für	den	Triumph	seinen	Soldaten	zugesagt	habe
Auf	diese	Wendung	waren	die	Massen	nicht	gefaßt	überzeugt	daß	Caesar	ihrer	für	den	afrikanischen	Feldzug	nicht	entraten	könne	hatten	sie
annehmen	und	es	ihnen	wiedergestatten	möge	Caesars	Soldaten	zu	heißen	Caesar	gestattete	es	nachdem	er	hinreichend	sich	hatte	bitten	lassen	den
nachteilig	ein	als	sie	die	Eröffnung	desselben	beträchtlich	verzögerte	Als	Caesar	in	dem	zur	Einschiffung	bestimmten	Hafen	von	Lilybäon	eintraf	waren
daselbst	angelangt	und	die	nötigen	Kriegs	und	Transportschiffe	angekommen	als	Caesar	mit	denselben	in	See	stach	25	Dec	707	des	unberichtigten
Stürme	zerstreuten	die	Flotte	Caesars	nach	allen	Richtungen	und	als	Caesar	unweit	Hadrumetum	Susa	die	Gelegenheit	zu	landen	ersah	konnte	er
das	vom	Feinde	stark	besetzte	Hadrumetum	wegzunehmen	mißlang	dagegen	bemächtigte	Caesar	sich	der	beiden	nicht	weit	voneinander	entfernten	Hafenplätze	Ruspina	Monastîr
Schiffe	anlangten	3	Jan	708	Gleich	am	folgenden	Tage	unternahm	Caesar	dessen	Heer	infolge	der	von	den	Pompeianern	getroffenen	Anstalten	Mangel
dem	Marsche	von	den	Heerhaufen	angegriffen	die	Labienus	heranführte	um	Caesar	von	der	Küste	zu	vertreiben	Da	Labienus	ausschließlich	Reiterei	und
der	Küste	zu	vertreiben	Da	Labienus	ausschließlich	Reiterei	und	Schützen	Caesar	fast	nichts	als	Linieninfanterie	hatte	so	wurden	die	Legionen	rasch
vielleicht	hier	dasselbe	ausgerichtet	was	bei	Karrhä	der	parthische	Bogen	Caesar	den	dieser	Tag	von	der	ganzen	Schwierigkeit	des	bevorstehenden	Krieges
wurden	konnte	nicht	viel	helfen	Etwas	mehr	wirkten	die	von	Caesar	veranlaßten	Diversionen	Es	gelang	die	am	südlichen	Abhang	des	Großen
Jol	waren	Jubas	natürliche	Rivalen	und	zum	Teil	längst	mit	Caesar	im	Bündnis	Endlich	streifte	in	dem	Grenzgebiet	zwischen	den	Reichen
Krieg	verlegte	in	bedenklicher	Gärung	und	das	Heer	das	man	Caesar	gegenüberstellte	zum	guten	Teil	ebenfalls	schwierig	war	Die	fürchterlich	strenge
Städte	erklärten	wo	sie	irgend	es	wagen	konnten	sich	für	Caesar	unter	den	Gätulern	und	den	Libyern	die	unter	den	leichten
zog	mit	gesamter	Heeresmacht	von	Utica	her	vor	die	von	Caesar	besetzten	Städte	Ruspina	und	Kleinleptis	belegte	nördlich	davon	Hadrumetum	südlich
erschien	zu	wiederholten	Malen	dem	Feinde	die	Schlacht	an	Aber	Caesar	war	entschlossen	seine	Veteranenlegionen	zu	erwarten	Als	diese	dann	nach
Scipio	und	Juba	die	Lust	eine	Feldschlacht	zu	wagen	und	Caesar	hatte	kein	Mittel	sie	bei	ihrer	außerordentlichen	Überlegenheit	an	leichter
um	Ausbreitung	der	Posten	sich	bewegten	verflossen	fast	zwei	Monate	Caesar	durch	die	feindlichen	Reiter	genötigt	sich	möglichst	auf	den	Anhöhen
im	Zögern	wie	im	Zuschlagen	sich	gleichbleibenden	Meisterschaft	Endlich	wandte	Caesar	nachdem	er	seine	letzten	Verstärkungen	an	sich	gezogen	hatte	sich
er	bald	den	zweiten	noch	minder	verzeihlichen	hinzu	die	von	Caesar	gewünschte	und	von	Scipio	mit	Recht	bisher	verweigerte	Feldschlacht	jetzt
blasen	und	gingen	auf	der	ganzen	Linie	vor	allen	voran	Caesar	selbst	der	da	er	die	Seinigen	ohne	seinen	Befehl	abzuwarten
niedergehauen	oder	gefangen	ihre	Führer	Afranius	und	Faustus	wurden	an	Caesar	ausgeliefert	und	da	dieser	sie	nicht	sogleich	hinrichten	ließ	von
unabhängigen	Landschaften	ein	letztes	Räuber	und	Piratenasyl	Ohne	Widerstand	ordnete	Caesar	die	afrikanischen	Verhältnisse	Wie	schon	Curio	beantragt	hatte	ward	das
durfte	bereits	sich	datieren	von	dem	Augenblick	wo	Pompeius	und	Caesar	im	Bunde	die	Gesamtherschaft	begründet	und	die	bisherige	aristokratische	Verfassung
kam	ein	Protest	der	all	jene	sogenannte	Verfassungsmäßigkeit	mit	welcher	Caesar	seine	Monarchie	umkleidete	wie	Spinneweben	zerriß	und	das	Schibboleth	der
Die	größeste	aber	unter	diesen	Huldigungen	war	die	unfreiwillige	die	Caesar	ihm	erwies	indem	er	von	der	geringschätzigen	Milde	mit	welcher
Herrscher	über	das	ganze	Gebiet	römisch	hellenischer	Civilisation	Gaius	Julius	Caesar	stand	im	sechsundfünfzigsten	Lebensjahr	geb	12	Juli	652	als	die
Stahl	dieser	Natur	widerstand	selbst	diesem	zerfahrenen	und	windigen	Treiben	Caesar	blieb	sowohl	die	körperliche	Frische	ungeschwächt	wie	die	Spannkraft	des
Phantastische	ihm	fern	lag	Es	versteht	sich	von	selbst	daß	Caesar	ein	leidenschaftlicher	Mann	war	denn	ohne	Leidenschaft	gibt	es	keine
wenn	Alexandern	der	Homerische	Achill	nicht	schlafen	ließ	so	stellte	Caesar	in	seinen	schlaflosen	Stunden	Betrachtungen	über	die	Beugungen	der	lateinischen
um	einen	schwachen	Punkt	in	seiner	politischen	Stellung	zu	maskieren	Caesar	war	durchaus	Realist	und	Verstandesmensch	und	was	er	angriff	und
gestattete	Aus	dieser	Verstandesklarheit	rührt	es	aber	auch	her	daß	Caesar	sich	über	die	Macht	des	Schicksals	und	das	Können	des
ein	Staatsmann	hervorgehen	Von	früher	Jugend	an	war	denn	auch	Caesar	ein	Staatsmann	im	tiefsten	Sinne	des	Wortes	und	sein	Ziel
hat	nichts	Einzelnes	geschaffen	Mit	Recht	rühmt	man	den	Redner	Caesar	wegen	seiner	aller	Advokatenkunst	spottenden	männlichen	Beredsamkeit	die	wie	die
erleuchtete	und	erwärmte	Mit	Recht	bewundert	man	an	dem	Schriftsteller	Caesar	die	unnachahmliche	Einfachheit	der	Komposition	die	einzige	Reinheit	und	Schönheit
Mit	Recht	haben	die	größten	Kriegsmeister	aller	Zeiten	den	Feldherrn	Caesar	gepriesen	der	wie	kein	anderer	ungeirrt	von	Routine	und	Tradition
die	Bürgschaft	des	Sieges	fand	Allein	alles	dieses	ist	bei	Caesar	nur	Nebensache	er	war	zwar	ein	großer	Redner	Schriftsteller	und
wie	in	seinen	Zielen	und	Erfolgen	vielleicht	unter	allen	Staatsmännern	Caesar	am	nächsten	verwandt	ist	Selbst	in	seiner	Kriegführung	ist	diese
militärischen	Bedenken	in	der	Art	beiseite	zu	schieben	wie	dies	Caesar	mehrmals	am	auffallendsten	bei	seiner	Landung	in	Epirus	getan	hat
waren	alle	Bedingungen	zu	dieser	schwersten	aller	menschlichen	Leistungen	in	Caesar	vereinigt	Durch	und	durch	Realist	ließ	er	die	Bilder	der
widerstrebenden	Elementen	so	entschieden	zusammengezwungen	und	so	fest	zusammengehalten	wie	Caesar	seine	Koalitionen	und	seine	Legionen	nie	ein	Regent	mit	so
Männer	den	militärischen	Kommandoton	auf	die	Politik	zu	übertragen	hat	Caesar	durchaus	vermieden	wie	vielen	Anlaß	das	verdrießliche	Verhältnis	zum	Senat
zu	Brutalitäten	gegriffen	wie	die	des	achtzehnten	Brumaire	eine	war	Caesar	war	Monarch	aber	nie	hat	ihn	der	Tyrannenschwindel	erfaßt	Er
Geschick	daß	es	auch	seinen	Lieblingen	nur	begrenzte	Erfolge	gönnt	Caesar	ist	an	der	Themse	und	am	Rhein	freiwillig	zurückgegangen	und
Das	Geheimnis	liegt	in	dessen	Vollendung	Menschlich	wie	geschichtlich	steht	Caesar	in	dem	Gleichungspunkt	in	welchem	die	großen	Gegensätze	des	Daseins
wie	nach	außen	hin	zu	versöhnen	und	zu	vermählen	ist	Caesar	der	ganze	und	vollständige	Mann	Darum	fehlt	es	denn	auch
Volkseigentümlichkeit	und	in	einem	bestimmten	Kulturzug	stehen	Nur	dadurch	war	Caesar	ein	voller	Mann	weil	er	wie	kein	anderer	mitten	in
liegt	auch	die	Schwierigkeit	man	darf	vielleicht	sagen	die	Unmöglichkeit	Caesar	anschaulich	zu	schildern	Wie	der	Künstler	alles	malen	kann	nur
seit	Jahrtausenden	wieder	und	wieder	auf	die	Linien	zurückgelenkt	die	Caesar	gezogen	hat	und	wenn	die	Völker	denen	die	Welt	gehört
von	der	letzten	Katastrophe	her	überall	ihn	bedeckten	gesäubert	werden	Caesar	ging	dabei	aus	von	dem	Grundsatz	der	Versöhnung	der	bisherigen
der	republikanischen	Vergangenheit	als	abgetan	für	immer	und	ewig	Während	Caesar	die	auf	die	Nachricht	von	der	Pharsalischen	Schlacht	von	dem
noch	minder	einverstanden	war	als	diese	versteht	sich	von	selbst	Caesar	selbst	wollte	wohl	im	ganzen	dasselbe	was	Gaius	Gracchus	im
verschaffen	können	Als	nun	aber	sehr	bald	sich	herausstellte	daß	Caesar	nichts	weniger	sein	wollte	als	der	Testamentsvollstrecker	Catilinas	daß	die
Senat	und	auf	dem	Markte	einer	der	eifrigsten	Vorkämpfer	für	Caesar	brachte	ohne	höheren	Auftrag	bei	dem	Volke	ein	Gesetz	ein
aus	dem	Osten	dem	tollen	Treiben	vollständig	ein	Ziel	setzte	Caesar	legte	diesen	hirnlosen	Versuchen	die	Catilinarischen	Projekte	wiederaufzuwärmen	so	wenig
gegen	die	Räuberbanden	das	bloße	Dasein	einer	starken	Regierung	und	Caesar	war	zu	groß	und	zu	besonnen	um	mit	der	Angst
und	damit	seiner	Monarchie	eine	falsche	Popularität	zu	erschwindeln	Wenn	Caesar	also	die	gewesene	demokratische	Partei	ihrem	schon	bis	an	die
sondern	sie	vorzubereiten	und	einzuleiten	Es	war	das	wenigste	daß	Caesar	schon	aus	natürlichem	Anstandsgefühl	es	vermied	die	gestürzte	Partei	durch
wiederum	errichten	ließ	Der	politischen	Verfolgung	nach	dem	Siege	steckte	Caesar	die	möglichst	engen	Grenzen	Es	fand	keine	Untersuchung	statt	über
Verbindungen	die	die	Verfassungspartei	auch	mit	nominellen	Caesarianern	gehabt	hatte	Caesar	warf	die	in	den	feindlichen	Hauptquartieren	von	Pharsalos	und	Thapsus
die	ihren	römischen	oder	provinzialen	Offizieren	in	den	Kampf	gegen	Caesar	gefolgt	waren	Eine	Ausnahme	ward	nur	gemacht	mit	denjenigen	römischen
das	Vermögen	eingezogen	Auch	den	Offizieren	der	besiegten	Partei	hatte	Caesar	bis	zum	Ausgang	des	spanischen	Feldzugs	705	uneingeschränkte	Begnadigung	gewährt
an	den	Staat	fiel	wer	aber	von	diesen	früher	von	Caesar	Gnade	angenommen	hatte	und	abermals	in	den	feindlichen	Reihen	betroffen
wenn	sie	nur	es	über	sich	gewannen	deshalb	bittend	bei	Caesar	einzukommen	manchem	der	dessen	sich	weigerte	wie	zum	Beispiel	dem
bei	Gelegenheit	der	Titelfrage	durch	demonstratives	Einschreiten	gegen	die	welche	Caesar	König	genannt	hatten	sich	die	republikanische	Märtyrerkrone	erwarben	aber	um
dankbareres	Publikum	weil	auch	die	Literatur	nicht	mehr	frei	war	Caesar	bekämpfte	zwar	auch	jetzt	noch	die	Republikaner	auf	dem	eigenen
die	Verschwörung	gegen	das	Leben	des	Herrschers	in	Permanenz	blieb	Caesar	aber	durch	diese	Anschläge	sich	nicht	einmal	bewegen	ließ	auf
entdeckten	Konspirationen	durch	öffentliche	Anschläge	bekannt	zu	ma	chen	Wiesehr	Caesar	alle	seine	persönliche	Sicherheit	angehenden	Dinge	mit	gleichgültiger	Verwegenheit	zu
Ächtung	auszurotten	oder	durch	Verbannung	aus	dem	Gemeinwesen	auszuscheiden	versucht	Caesar	konnte	für	seine	hohen	Zwecke	die	Verfassungspartei	selbst	nicht	entbehren
Heinrich	IV	und	Wilhelm	von	Oranien	so	begannen	auch	für	Caesar	die	größten	Schwierigkeiten	erst	nach	dem	Siege	Jeder	revolutionäre	Sieger
Gegner	nicht	wie	Cinna	und	Sulla	Parteihaupt	bleibt	sondern	wie	Caesar	wie	Heinrich	IV	und	Wilhelm	von	Oranien	an	die	Stelle
Verfassungsfreunde	und	die	Pompeianer	wenn	sie	auch	mit	den	Lippen	Caesar	huldigten	grollten	doch	im	Herzen	entweder	der	Monarchie	oder	wenigstens
an	die	neuen	Zustände	begegneten	als	in	dem	Hasse	gegen	Caesar	so	irrte	dies	ihn	nicht	er	wußte	es	wohl	daß
die	neue	Bahn	so	ist	zunächst	daran	zu	erinnern	daß	Caesar	nicht	kam	um	anzufangen	sondern	um	zu	vollenden	Der	Plan
oder	minder	Geist	und	Glück	aber	ohne	Schwanken	festgehalten	worden	Caesar	von	Haus	aus	und	gleichsam	schon	nach	Erbrecht	das	Haupt
gültige	Phrase	zu	verbrauchen	in	diesem	Falle	das	Urteil	über	Caesar	in	ein	Urteil	über	den	sogenannten	Caesarismus	umzudeuten	Freilich	soll
und	freier	als	irgend	ein	ähnlicher	Staat	gestaltet	hat	Von	Caesar	an	hielt	wie	die	späteren	Bücher	dies	darlegen	werden	und
Usurpation	Die	Geschichte	aber	wird	sich	nicht	bescheiden	dem	rechten	Caesar	deshalb	die	Ehre	zu	verkürzen	weil	ein	solcher	Wahlspruch	den
Stellung	des	neuen	Staatsoberhaupts	erscheint	formell	zunächst	wenigstens	als	Diktatur	Caesar	übernahm	dieselbe	zuerst	nach	der	Rückkehr	aus	Spanien	i	J
magistratischen	ja	außerhalb	der	Kompetenz	der	Staatsgewalten	überhaupt	lagen	konnte	Caesar	hiernach	von	Rechts	wegen	sich	beilegen	und	es	erscheint	fast
neben	dieser	Diktatur	kein	Raum	Die	Censur	als	solche	hat	Caesar	nicht	übernommen	82	wohl	aber	die	censorischen	Rechte	namentlich	das
übernehmen	keine	Folge	gegeben	Die	Oberaufsicht	über	den	Kult	brauchte	Caesar	nicht	erst	sich	übertragen	zu	lassen	da	er	bereits	Oberpontifex
beginnenden	Hoftons	Hervorgehoben	zu	werden	verdienen	nur	zwei	Einrichtungen	daß	Caesar	den	Tribunen	des	Volkes	namentlich	in	ihrer	besonderen	persönlichen	Unverletzlichkeit
den	Verständigen	wird	es	weder	dafür	eines	Beweises	bedürfen	daß	Caesar	beabsichtigte	die	höchste	Gewalt	dem	Gemeinwesen	einzufügen	und	zwar	nicht
Vertrauensdekreten	und	Ehrengesetzen	überschüttete	nicht	leicht	festzustellen	welche	definitive	Formulierung	Caesar	im	Sinne	gehabt	hat	Am	wenigsten	konnte	die	neue	Monarchie
diesem	Amt	nicht	wohl	zu	trennenden	Kollegialität	es	hat	auch	Caesar	offenbar	darauf	hingearbeitet	dieses	bisher	höchste	Amt	zum	leeren	Titel
praktisch	am	häufigsten	und	bestimmtesten	hervor	aber	wahrscheinlich	nur	weil	Caesar	sie	als	das	benutzen	wollte	was	sie	von	alters	her
zugleich	die	demokratische	und	die	religiöse	Weihe	zu	verleihen	beabsichtigte	Caesar	wahrscheinlich	mit	demselben	teils	die	tribunicische	Gewalt	teils	den	Oberpontifikat
gemeinen	Mannes	gegen	den	Adel	gewesen	waren	so	war	auch	Caesar	nicht	gekommen	um	die	Freiheit	aufzulösen	sondern	um	sie	zu
der	Aristokratie	zu	brechen	Es	darf	auch	nicht	befremden	daß	Caesar	nichts	weniger	als	ein	politischer	Antiquarius	ein	halbes	Jahrtausend	zurückgriff
die	einmal	entwickelten	Formen	als	ein	heiliges	Erbstück	Darum	knüpfte	Caesar	mit	gutem	Bedacht	an	Servius	Tullius	in	ähnlicher	Weise	an
derjenigen	sieben	Könige	welche	die	konventionelle	Geschichte	Roms	aufzuführen	pflegte	Caesar	befahl	daneben	das	seinige	als	das	achte	zu	errichten	Er
Caesars	Man	konnte	hiernach	wenigstens	darüber	sich	nicht	beschweren	daß	Caesar	das	Publikum	über	die	Auffassung	seiner	Stellung	im	dunkeln	ließ
auffallendsten	Marcus	Antonius	indem	er	als	Konsul	vor	allem	Volke	Caesar	das	Diadem	darbot	15	Febr	710	Caesar	aber	wies	diese
vor	allem	Volke	Caesar	das	Diadem	darbot	15	Febr	710	Caesar	aber	wies	diese	Anträge	ohne	Ausnahme	von	der	Hand	Wenn
vorzubereiten	verkennt	völlig	die	gewaltige	Macht	der	Gesinnungsopposition	mit	welcher	Caesar	zu	rechnen	hatte	und	die	durch	eine	solche	öffentliche	Anerkennung
allein	diese	Auftritte	veranlaßt	haben	es	kann	auch	sein	daß	Caesar	die	Scene	mit	Antonius	nur	zuließ	oder	auch	veranstaltete	um
Weise	ein	Ende	zu	machen	Die	Wahrscheinlichkeit	spricht	dafür	daß	Caesar	der	den	Wert	einer	geläufigen	Formulierung	ebenso	würdigte	wie	die
in	obligatem	Pomp	und	obligater	Geschmacklosigkeit	und	Leerheit	sich	ein	Caesar	erschien	öffentlich	statt	in	dem	mit	Purpurstreifen	verbrämten	Gewande	der
Sieges	und	Gelübdefeste	zu	seinen	Ehren	füllten	den	Kalender	Wenn	Caesar	nach	der	Hauptstadt	kam	zogen	die	vornehmsten	seiner	Diener	scharenweise
Personen	ward	die	persönliche	Verhandlung	mit	ihm	so	erschwert	daß	Caesar	sogar	mit	seinen	Vertrauten	vielfach	schriftlich	zu	verkehren	sich	genötigt
Vorzimmer	zu	warten	hatten	Man	empfand	es	deutlicher	als	es	Caesar	selber	lieb	war	daß	man	nicht	mehr	zu	einem	Mitbürger
bis	sechzehn	Patriciergeschlechter	waren	zu	Caesars	Zeit	noch	vorhanden	Indem	Caesar	selber	einem	derselben	entsprossen	das	Recht	neue	patricische	Geschlechter	zu
und	der	einzelnen	Beamten	beruhenden	Gemeinwesens	Mit	voller	Bestimmtheit	ging	Caesar	zurück	auf	die	Überlieferung	der	Königszeit	die	Bürgerschaftsversammlung	blieb	was
an	sich	klar	sondern	auch	bestimmt	bezeugt	ist	schon	von	Caesar	selbst	und	nicht	erst	von	seinen	Nachfolgern	auch	der	andere
da	der	römische	Senat	ebenso	der	Herd	der	Opposition	gegen	Caesar	war	wie	der	attische	Areopag	derjenige	gegen	Perikles	Hauptsächlich	aus
des	Senats	selbst	Einer	solchen	sich	selber	vernichtenden	Staatskunst	war	Caesar	nicht	fähig	er	war	ebenso	entschlossen	sich	nicht	von	seinem
wie	jene	ältesten	Könige	Nichtbürger	I	79	I	255	zog	Caesar	Nichtitaliker	in	seinen	Senat	Wenn	hiermit	das	Regiment	der	Nobilität
in	jeder	irgend	wesentlichen	Frage	der	Imperator	in	eigener	Person	Caesar	hat	es	vermocht	das	persönliche	Regiment	in	einer	Ausdehnung	durchzuführen
außerdem	noch	begründet	ist	in	einer	allgemeineren	Ursache	Wenn	wir	Caesar	Sulla	Gaius	Gracchus	überhaupt	die	römischen	Staatsmänner	durchweg	eine	unsere
ebensoweit	zurückbleibt	wie	die	heutige	Kapitalherrschaft	hinter	dem	antiken	Sklavensystem	Caesar	verstand	diesen	Vorteil	zu	nutzen	wo	ein	Posten	besonderes	Vertrauen
Fabrik	die	es	stempelt	Nur	das	ist	vollkommen	klar	daß	Caesar	durchaus	keinen	Gehilfen	bei	seinem	Werke	gehabt	hat	der	von
versteht	sich	von	selbst	daß	in	den	eigentlich	politischen	Angelegenheiten	Caesar	so	weit	irgend	möglich	jede	Stellvertretung	vermied	Wo	sie	unumgänglich
möglich	jede	Stellvertretung	vermied	Wo	sie	unumgänglich	war	wie	denn	Caesar	namentlich	während	seiner	häufigen	Abwesenheit	von	Rom	eines	höheren	Organs
Kaufmann	Lucius	Cornelius	Balbus	aus	Gades	In	der	Verwaltung	war	Caesar	vor	allem	darauf	bedacht	die	Schlüssel	der	Staatskasse	die	der
die	Verwaltung	des	ganzen	Finanz	und	Geldwesens	des	Staates	nahm	Caesar	in	die	Hand	und	führte	sie	durchaus	in	der	Art
von	der	Centralgewalt	loszumachen	Wahrscheinlich	war	es	ebendiese	Rücksicht	die	Caesar	bestimmte	das	Land	nicht	förmlich	zur	Provinz	zu	erklären	sondern
Steuereinnehmerstellen	als	ein	Gesindeposten	behandelt	Im	allgemeinen	aber	überwog	bei	Caesar	die	Rücksicht	die	Soldaten	Roms	nicht	wie	die	der	Könige
nicht	Titularkonsuln	aber	doch	Titularprätoren	wie	Titularquästoren	zu	ernennen	sicherte	Caesar	sich	für	die	Besetzung	der	Statthalterschaften	eine	hinreichende	Zahl	ihm
erst	gegen	das	Ende	ernannt	und	in	diesem	war	gar	Caesar	Konsul	ohne	Kollegen	Es	sieht	dies	ganz	aus	wie	ein
die	kurulische	Ädilität	und	die	Quästur	wiederabzuschaffen	91	Indes	ging	Caesar	hiervon	später	wieder	ab	weder	nahm	er	selbst	den	Königstitel
römische	Gemeinde	den	unterworfenen	zu	bereiten	gewohnt	gewesen	widerfuhr	durch	Caesar	ihr	selber	ihre	Souveränität	über	das	Römische	Reich	verwandelte	sich
die	Autokratie	hinreichend	begründet	In	der	geistlichen	Hierarchie	dagegen	hat	Caesar	obwohl	er	auch	über	diesen	Teil	des	Staatshaushalts	ein	ausführliches
der	römischen	Staatstheologie	bekannt	machte	durfte	er	dieselben	dem	Oberpontifex	Caesar	zueignen	Der	matte	Glanz	den	der	Joviskult	noch	zu	geben
Frage	an	Geschworne	rechtlich	gebunden	zu	sein	so	nahm	auch	Caesar	das	Recht	in	Anspruch	Blutgerichte	wie	Privatprozesse	zu	alleiniger	und
zu	haben	scheint	Indes	dieses	wiedererweckte	königliche	Oberrichtertum	konnte	wenngleich	Caesar	mit	Unparteilichkeit	und	Sorgfalt	sich	demselben	unterzog	doch	der	Natur
unter	der	Monarchie	einer	Geschwornenkommission	überwiesen	die	neue	Ordnung	die	Caesar	für	dieselbe	erließ	specificierte	die	gesetzlich	strafbaren	Handlungen	genau	und
strengen	Gracchaner	ausschließlich	aus	dem	Ritterstand	erkoren	wissen	wollten	ließ	Caesar	getreu	dem	Grundsatz	der	Versöhnung	der	Parteien	es	bei	dem
weit	mehr	juristischen	Inhalts	sind	als	die	gleichzeitigen	Kriminalreden	Wenn	Caesar	der	Advokatenberedsamkeit	den	von	Pompeius	ihr	angelegten	Maulkorb	ließ	oder
diese	Mißwirtschaft	vollständig	ruiniert	wurden	Fähige	Führer	dagegen	wie	Pompeius	Caesar	Gabinius	bildeten	wohl	aus	dem	vorhandenen	Material	tüchtige	und	schlagfertige
ehedem	zu	knüpfen	Eben	daraus	wird	es	sich	erklären	daß	Caesar	keinen	Versuch	gemacht	hat	die	römische	Bürgerreiterei	wiederherzustellen	Die	Aushebung
zu	der	die	Unzuverlässigkeit	der	Untertanenreiterei	zwang	war	es	daß	Caesar	zuerst	von	dem	altrömischen	System	abwich	niemals	mit	Söldnern	zu
entschieden	auch	die	Verhältnisse	zur	Militärmonarchie	hindrängten	und	so	bestimmt	Caesar	das	Oberkommando	ausschließlich	für	sich	nahm	war	er	dennoch	keineswegs
Keltenland	geschaffen	Dagegen	liegen	durchaus	keine	Beweise	dafür	vor	daß	Caesar	gleich	Alexander	einen	Siegeslauf	in	die	unendliche	Ferne	im	Sinn
politischen	Gedanken	wurden	ist	es	in	hohem	Grade	wahrscheinlich	daß	Caesar	mit	Scipio	Aemilianus	die	Götter	nicht	anrief	das	Reich	zu
verteidigungsfähig	machen	sollte	Indes	wenn	es	nur	wahrscheinlich	bleibt	daß	Caesar	nicht	in	dem	Sinne	als	Welteroberer	bezeichnet	werden	darf	wie
nur	sich	fort	in	neu	gegründeten	städtischen	Gemeinden	Die	von	Caesar	bei	der	Entlassung	mit	Landlosen	beschenkten	Soldaten	wurden	nicht	wie
Armee	innerhalb	der	Kreise	des	bürgerlichen	Lebens	zu	halten	suchte	Caesar	zu	genügen	teils	durch	Festhaltung	der	bisherigen	nur	gewisse	Dienstjahre
Militärstaates	die	Entwickelung	und	Bevorzugung	der	Gardetruppe	findet	ebenfalls	bei	Caesar	sich	nicht	Obwohl	in	der	aktiven	Armee	das	Institut	einer
niemals	Gegenstand	der	Eifersucht	der	Linientruppen	gewesen	zu	sein	Wenn	Caesar	schon	als	Feldherr	die	Leibwache	tatsächlich	fallen	ließ	so	duldete
es	für	die	römischen	Oberbeamten	hergebracht	war	Wie	viel	auch	Caesar	von	dem	Gedanken	seiner	Partei	und	seiner	Jugend	ein	perikleisches
mächtiger	war	als	der	klare	Verstand	Ein	Regiment	wie	es	Caesar	im	Sinne	trug	war	nicht	bloß	notwendig	höchst	persönlicher	Natur
auf	seinen	Wink	Das	Verhängnis	ist	mächtiger	als	das	Genie	Caesar	wollte	der	Wiederhersteller	des	bürgerlichen	Gemeinwesens	werden	und	ward	der
jährlich	24	Mill	Sest	1826000	Tlr	und	ähnliche	Summen	an	Caesar	für	die	gallischen	Legionen	gezahlt	wurden	So	beträchtlich	aber	auch
direkten	Abgaben	und	die	Getreideverteilungen	wurden	teils	abgeschafft	teils	umgestaltet	Caesar	wollte	nicht	wie	sein	Vorläufer	die	Nobilität	durch	die	Bankieraristokratie
