Keyword,LeftContext,RightContext
Caesar,einzigen derartigen Verhältnisse die für ihn etwas bedeuten mochten Wenn,also in den Kampf eintrat nur als Kommandant von Gallien
Caesar,Durchaus und mit großer Entschiedenheit ergriffen die Klientelstaaten Partei gegen,und für Pompeius Die bedeutendsten Fürsten und Städte waren in
Caesar,des Eroberers von Gallien noch weit überstrahlte schadeten indes hier,vielleicht weniger noch als die daselbst nicht unbekannt gebliebenen An
Caesar,er vor Jahren noch bei Lebzeiten seines Vaters Hiempsal mit,persönlich aufs heftigste zusammengeraten sondern es hatte auch kürzlich derselbe
Caesar,angeknüpfte Verbindung tatsächlich bereits mit der aristokratischen Partei alliiert während,viel zu sehr Römer war um aus Parteiinteressen sich mit
Caesar,so war wie schon gesagt die große Majorität der Bürgerschaft,abgeneigt vor allem natürlich die gesamte Aristokratie mit ihrem sehr
Caesar,Italien standen unter den Waffen zunächst nur die zwei von,kürzlich abgegebenen Legionen deren Effektivbestand sich nicht über 7000 Mann
Caesar,zu verlassen um wenigstens einen Anfang zu machen wurden dreihundert,gehörende Gladiatoren aus den Fechtschulen von Capua entnommen und beritten
Caesar,Anfang Januar 705 der Krieg eröffnet Von marschfähigen Truppen hatte,nicht mehr als eine Legion 5000 Mann Infanterie und 300
Caesar,italischen im Cisalpinischen Gallien die Offensive und Pompeius als Taktiker,gewachsen an Erfahrung ihm überlegen war in einem solchen regelmäßig
Caesar,noch in der Bildung begriffenen Heerhaufen desorganisieren So rückte denn,in Italien ein 69 Zwei Chausseen führten damals aus der
Caesar,ersteren gelangte Marcus Antonius bis Arretium auf der zweiten drang,selbst vor Widerstand ward nirgends geleistet die vornehmen Werbeoffiziere waren
Caesar,Soldaten das Weite und ähnlich ging es im kleinen überall,hatte die Wahl entweder gegen Rom dem seine Reiter in
Caesar,man jeden in der Hauptstadt Zurückbleibenden als Mitschuldigen des Rebellen,behandeln werde strömten scharenweise aus den Toren Die Konsuln selbst
Caesar,und Italien entwaffnet werde Die Antwort war daß man wenn,sogleich in seine Provinz zurückkehre sich anheischig mache die Entwaffnung
Caesar,jedenfalls aber der Sache nach das Gegenteil war Die von,gewünschte persönliche Zusammenkunft mit Pompeius lehnte dieser ab und mußte
Caesar,ablehnen um nicht durch den Anschein einer neuen Koalition mit,das schon rege Mißtrauen der Verfassungspartei noch mehr zu reizen
Caesar,lange hielt bis Pompeius zu ihrer Verteidigung herankam Bereits war,mit seiner wiedervereinigten Armee auf der Küstenstraße über Ancona in
Caesar,auf Ersuchen der Municipalität räumte Varus die Stadt noch ehe,erschien und eine Handvoll von dessen Soldaten die den Trupp
Caesar,Bildung begriffenen Heeres der Verfassungspartei Als Vibullius hier eintraf war,noch mehrere Tagemärsche zurück es war nichts im Wege Pompeius
Caesar,für den picenischen Landsturm verwenden aber nicht mit ihnen allein,die Schlacht anbieten Dafür kam nach wenigen Tagen Caesar 14
Caesar,allein Caesar die Schlacht anbieten Dafür kam nach wenigen Tagen,14 Febr Zu den Truppen desselben war in Picenum die
Caesar,überall sofort ausgehobenen Rekruten drei neue Legionen gebildet so daß,vor Corfinium bereits an der Spitze einer Armee von 40000
Caesar,ihren Stab festnahm und ihn sich und die Stadt an,übergab 20 Febr Das 3000 Mann starke Korps in Alba
Caesar,genötigt worden zu kapitulieren Pompeius hatte Italien verloren gegeben sowie,Picenum eingenommen hatte nur wollte er die Einschiffung so lange
Caesar,man sich doch nicht den Platz auf die Dauer gegen,zu halten Inzwischen traf Caesar vor Brundisium ein die Belagerung
Caesar,Platz auf die Dauer gegen Caesar zu halten Inzwischen traf,vor Brundisium ein die Belagerung begann Caesar versuchte vor allem
Caesar,halten Inzwischen traf Caesar vor Brundisium ein die Belagerung begann,versuchte vor allem die Hafenmündung durch Dämme und schwimmende Brücken
Caesar,In einem zweimonatlichen Feldzug ohne ein einziges ernstliches Gefecht hatte,eine Armee von zehn Legionen so aufgelöst daß mit genauer
Caesar,und Energie des Ungeheuers Indes es ließ sich fragen ob,durch die Eroberung Italiens mehr gewann oder mehr verlor In
Caesar,ansehnliche Hilfsquellen nicht bloß den Gegnern entzogen sondern auch für,flüssig gemacht schon im Frühjahr 705 zählte seine Armee infolge
Caesar,sich komplizierte Finanziell war es allerdings von Belang daß es,geglückt war der hauptstädtischen Kassenbestände sich zu bemächtigen aber die
Caesar,zu sorgen zerrannen die vorgefundenen ansehnlichen Summen so schnell daß,sich bald genötigt sah den Privatkredit anzusprechen und da er
Caesar,wurden Ernstere Schwierigkeiten noch bereiteten die politischen Verhältnisse in welche,mit der Eroberung Italiens eintrat Die Besorgnis der besitzenden Klassen
Caesar,einer anarchischen Umwälzung war allgemein Feinde und Freunde sahen in,einen zweiten Catilina Pompeius glaubte oder behauptete zu glauben daß
Caesar,einen zweiten Catilina Pompeius glaubte oder behauptete zu glauben daß,nur durch die Unmöglichkeit seine Schulden zu bezahlen zum Bürgerkrieg
Caesar,Ungeheuer die Erwartungen seiner Feinde wie seiner Freunde Schon wie,die erste italische Stadt Ariminum besetzte untersagte er allen gemeinen
Caesar,Güter der anwesenden wie der abwesenden Gegner nicht angegriffen ja,borgte lieber bei den Freunden als daß er auch nur
Caesar,der die materiellen Interessen über die politischen gingen warf sich,in die Arme Die Landstädte vergötterten die Rechtschaffenheit die Mäßigung
Caesar,des Gemeinwesens Aber für den Augenblick war diese Milde für,gefährlicher als die Erneuerung der Cinnanischen und Catilinarischen Raserei gewesen
Caesar,was sie Vaterland nannte von jeder anderen Rücksicht selbst wer,Freiheit und Leben verdankte blieb befugt und verpflichtet gegen ihn
Caesar,des Siegers gab dieser stillen Opposition erhöhte politische Bedeutung da,nun einmal des Terrorismus sich enthielt so schienen die heimlichen
Caesar,machte er in dieser Beziehung merkwürdige Erfahrungen mit dem Senat,hatte den Kampf begonnen um den terrorisierten Senat von seinen
Caesar,Fortsetzung des Krieges zu erlangen Zu diesem Zwecke beriefen als,vor der Hauptstadt erschien Ende März die Volkstribune seiner Partei
Caesar,die Erschienenen waren nicht geneigt auf Caesars Vorschläge einzugehen Als,von einer Vollmacht zur Fortsetzung des Krieges sprach meinte der
Caesar,nichts wünschte als einen ruhigen Tod in seinem Bette daß,sich mehr um das Vaterland verdient machen werde wenn er
Caesar,den Krieg nach Griechenland und Spanien zu tragen Als dann,den Senat ersuchte wenigstens seine Friedensvorschläge an Pompeius zu übermitteln
Caesar,an derselben Schlaffheit des hohen Kollegiums durch die kurz zuvor,Pompeius legale Ernennung zum Oberfeldherrn in dem Bürgerkrieg vereitelt hatte
Caesar,auch er mit dem gleichen Verlangen Andere Hemmungen kamen hinzu,wünschte um seine Stellung doch irgendwie zu regulieren zum Diktator
Caesar,kamen um sie zu leeren mit seinem Leibe zu decken,konnte in diesem Falle nicht umhin den Unverletzlichen so sänftiglich
Caesar,schmerzliche Empfindungen mehr oder weniger kam eben nichts weiter an,eilte den Krieg wiederaufzunehmen Seine bisherigen Erfolge verdankte er der
Caesar,ebenso unerschrockener wie fähiger Offizier Wenn in der jenseitigen Provinz,noch von seiner Statthalterschaft her mancherlei Anhang hatte so war
Caesar,sich dorthin begeben und an der Spitze seiner gesamten Macht,entgegentreten Unglücklicherweise aber hatte er in der Hoffnung die in
Caesar,der spanischen Bevölkerung anzuvertrauen genug Pompeius blieb im Osten und,hatte die Wahl den nächsten Angriff entweder gegen die Armee
Caesar,besten Legionen ferner 6000 Reiter teils in den Keltengauen von,einzeln ausgesuchte Leute teils deutsche Söldner und eine Anzahl iberischer
Caesar,Jenseitigen Galliens ernannte Lucius Domitius hatte von Corfinium aus sowie,ihn freigegeben sich mit seinem Gesinde und mit Pompeius Vertrauensmann
Caesar,aufgemacht um die Pyrenäen dem Feinde zu sperren Hierüber traf,selbst in Gallien ein und entsandte sogleich da die Einleitung
Caesar,bildet indes ward es mit dem Angriff erst Ernst nachdem,im Lager eingetroffen war 23 Juni Unter den Mauern der
Caesar,zu wehren überließ man wesentlich dem Flusse selbst Hierauf baute,seinen Plan Er ließ tragbare Kähne von leichtem Holzgestell und
Caesar,unterhalb der Sicorismündung eine Schiffbrücke über den Ebro zu schlagen,suchte den Gegnern den Rückweg über den Ebro abzuschneiden und
Caesar,und die Gelegenheit zum Schlagen bot mehrfach sich dar aber,machte keinen Gebrauch davon und zügelte nicht ohne Mühe die
Caesar,seiner siegesgewissen Soldaten Die Pompeianische Armee war ohnehin strategisch verloren,vermied es durch nutzloses Blutvergießen sein Heer zu schwächen und
Caesar,von den Pompeianern geforderten Bedingungen namentlich Schonung der Offiziere von,zugestanden worden als Petreius mit seiner aus Sklaven und Spaniern
Caesar,zukam und die Caesarianer deren er habhaft ward niedermachen ließ,sandte dennoch die zu ihm in das Lager gekommenen Pompeianer
Caesar,konnten die unvermeidliche Kapitulation nicht länger abwenden 2 Aug 705,gewährte nicht bloß Offizieren und Soldaten Leben und Freiheit und
Caesar,bloße Gerücht von Caesars Ankunft erklärten die namhaftesten Städte der,seit langem anhänglichen Provinz sich für diesen und verjagten die
Caesar,nicht bloß die Belagerung ertragen sondern auch die See gegen,behauptet es war ihr heimisches Element und sie durften hoffen
Caesar,Die Massalioten erklärten daß sie die Verteidigung aufgäben aber mit,selbst die Kapitulation abzuschließen wünschten und ersuchten den römischen Befehlshaber
Caesar,bis zu Caesars Ankunft die Belagerungsarbeiten einzustellen Trebonius hatte von,gemessenen Befehl die Stadt so weit irgend möglich zu schonen
Caesar,wieder her bald waren die Massalioten abermals vollständig eingeschlossen Als,von der Unterwerfung Spaniens zurückkehrend vor ihrer Stadt ankam fand
Caesar,mit Ungestüm von dem Feldherrn das Zeichen zur Plünderung Allein,seiner großen Aufgabe die hellenisch italische Civilisation im Westen zu
Caesar,genommen wurde hatte auch auf dem zweiten Kriegsschauplatze auf welchem,es notwendig gefunden sofort nach der Eroberung Italiens die Offensive
Caesar,ihren Verbündeten den König Juba von Numidien Es war für,unumgänglich nötig diese Pläne des Feindes zu durchkreuzen und demselben
Caesar,Scipio sein erstes Winterlager in Afrika genommen hatte I 688,genötigt seine Kerntruppen für den Spanischen Krieg zusammenzuhalten hatte die
Caesar,gegen sie fechtenden Soldaten zu ihrem ersten Eidschwur wiederzurückzubringen Indes,hatte in seinem Stellvertreter sich nicht vergriffen Curio verstand es
Caesar,an Varus Aug oder Sept 705 So endigte die von,angeordnete sicilisch afrikanische Expedition Sie erreichte insofern ihren Zweck als
Caesar,unzuverlässiger Legionen ließen sich verschmerzen Aber ein unersetzlicher Verlust für,ja für Rom war Curios früher Tod Nicht ohne Ursache
Caesar,für Rom war Curios früher Tod Nicht ohne Ursache hatte,dem militärisch unerfahrenen und wegen seines Lotterlebens berufenen jungen Mann
Caesar,eigenem Geist in dem feurigen Jüngling Auch er hatte wie,den Becher der Lust bis auf die Hefen geleert auch
Caesar,Viel wahrscheinlicher ist es daß er bei seinem früheren Plan,im Dies und Jenseitigen Gallien von zwei Seiten anzugreifen selbst
Caesar,eigentliche Italien zurückzuerobern In dieser Voraussetzung wie es scheint hatte,zunächst sich darauf gefaßt gemacht einem Angriff auf Italien zu
Caesar,Trotz der empfindlichen Verluste in Afrika und Illyrien ging doch,in der entschiedensten und entscheidendsten Weise aus diesem ersten Kriegsjahr
Caesar,hervor Wenn indes vom Osten aus nichts Wesentliches geschah um,an der Unterwerfung des Westens zu hindern so arbeitete man
Caesar,die Überbringung von Caesars Kopf sei jeder der Friedensversuche die,auch jetzt noch wiederholentlich machte ward unbesehen von der Hand
Caesar,Im Vertrauen auf den Feldherrn Pompeius hatte die Verfassungspartei mit,gebrochen die verderblichen Folgen dieses Bruches fielen auf den Feldherrn
Caesar,ähnlichen Zuzügen hervorgingen und endlich die Kontingente der Untertanen Wie,hatte Pompeius es verschmäht von denselben Infanterie zu requirieren nur
Caesar,Bürgerwehren und die Aufgebote der Umgegend verteidigt So war es,möglich geblieben trotz des dazwischenfallenden Spanischen Krieges auch in Makedonien
Caesar,Teil ebendahin dirigiert Die unerhörten Anstrengungen zwar die also von,den Soldaten zugemutet wurden lichteten mehr als die Gefechte die
Caesar,Schiffen drohte auch diese Expedition zu vereiteln Die Kriegsschiffe die,in den gallischen sicilischen und italischen Häfen zu erbauen befohlen
Caesar,Ostküste Unter solchen Umständen drängt die Frage sich auf warum,nicht statt des Seeweges den zu Lande durch Illyrien einschlug
Caesar,Meer führen möchte wodurch die Rollen auf einmal sich umkehren,in Makedonien Pompeius in Italien zu stehen kommen konnte obwohl
Caesar,Wechsel dem schwerfälligen Gegner doch kaum zuzutrauen war Vielleicht hatte,auch in der Voraussetzung daß seine Flotte inzwischen auf einen
Caesar,Wie dem auch sei am 4 Jan 706 71 ging,mit sechs durch die Strapazen und Krankheiten sehr gelichteten Legionen
Caesar,Während die Schiffe sogleich zurückgingen um den zweiten nachzuholen überstieg,noch denselben Abend die akrokeraunischen Berge Seine ersten Erfolge waren
Caesar,verbrennen ließ sondern er richtete auch längs des ganzen von,besetzten Küstenstrichs von der Insel Sason Saseno bis zu den
Caesar,erzwingen zwischen Dyrrhachion und Apollonia am rechten Ufer des Apsos,auf dem linken gegenüber das Winterlager bezog um mit dem
Caesar,Feinde starken Zuzug und den freien Gebrauch seiner Flotte brachte,noch in derselben Lage fand so war er mit seiner
Caesar,Tollkühnheit war diese zweite durch die Notwendigkeit geboten Wie verzweifelt,selbst seine Lage erschien beweist sein Entschluß da die Flotte
Caesar,Lissos zu steuern welche Stadt zu gutem Glück noch zu,hielt Als sie an dem Hafen von Dyrrhachion vorüberfuhr brachen
Caesar,auch des zweiten Transportes gelungen Noch standen zwar Antonius und,etwa vier Tagemärsche voneinander getrennt durch Dyrrhachion und die gesamte
Caesar,herum durch die Pässe des Graba Balkan und ward von,der ihm entgegengegangen war am rechten Ufer des Apsos aufgenommen
Caesar,der Stadt Dyrrhachion fließt und hielt hier sich wieder unbeweglich,fühlte jetzt sich stark genug eine Schlacht zu liefern aber
Caesar,liefern aber Pompeius ging nicht darauf ein Dagegen gelang es,den Gegner zu täuschen und unversehens mit seinen besser marschierenden
Caesar,Da der phlegmatische Gegner beharrlich bei seiner Passivität blieb unternahm,den Höhenkreis zu besetzen der die von Pompeius eingenommene Strandebene
Caesar,der Besatzung vor Dyrrhachion durch Einverständnisse innerhalb der Festung hoffte,sie in seine Gewalt zu bringen ward aber durch die
Caesar,der Pompeianer und die Linie durchbrochen Um so eifriger ergriff,die Gelegenheit die bald darauf sich ihm darbot eine unvorsichtig
Caesar,Aber auch so waren es unheilvolle Tage Nicht bloß hatte,die empfindlichsten Verluste erlitten und seine Verschanzungen das Resultat einer
Caesar,Brundisium noch weitere Verstärkungen zur See heranzuziehen war damit für,verloren Die zahlreiche Pompeianische Reiterei jetzt ihrer Fesseln entledigt ergoß
Caesar,ihrer Fesseln entledigt ergoß sich in die Umgegend und drohte,die stets schwierige Verpflegung der Armee völlig unmöglich zu machen
Caesar,Übergewicht seiner Flotte im Adriatischen Meer immer vollständiger zu entwickeln,war nicht bloß taktisch sondern auch strategisch geschlagen Diese Niederlage
Caesar,und wenn sie aufbrach sie zu verfolgen Ferner konnte Pompeius,selbst und dessen Kerntruppen in Griechenland stehen lassen und selber
Caesar,zog sich über die Berge nach Ambrakia auf das von,nach Ätolien gesandte Detachement unter Gnaeus Calvisius Sabinus zurück und
Caesar,längere Zeit einander gegenüber Pompeius konnte zwischen diesen Plänen wählen,blieb keine Wahl Er trat nach jenem unglücklichen Gefechte den
Caesar,Straße bei Herakleia Lynkestis zwischen Pompeius und Scipio und nachdem,sich auf Apollonia zurückgezogen von diesem weiter entfernt als von
Caesar,damit begnügen Scipio aus seiner gefährdeten Stellung befreit zu haben,war inzwischen unangefochten nach Apollonia gelangt Sogleich nach der Katastrophe
Caesar,dem beweglichen Feind in die Gebirge zu folgen nicht vermocht,wie Calvinus hatten der Verfolgung sich entzogen und beide standen
Caesar,der Koalition durch die Schlachten von Dyrrhachion die Sache mit,als so vollständig entschieden daß es nur galt die Früchte
Caesar,zu folgen Man war eben entschlossen um jeden Preis mit,zu schlagen und darum baldmöglichst und auf dem möglichst bequemen
Caesar,Olymp an den untern Peneios und trafen bei Larisa zusammen,stand südlich davon in der Ebene die zwischen dem Hügelland
Caesar,schlug Pompeius sein Lager 72 Pompeius Armee war vollständig beisammen,dagegen erwartete noch das früher nach Ätolien und Thessalien detachierte
Caesar,Legionen oder 47000 Mann und 7000 Pferde stark war dem,an Fußvolk um mehr als das Doppelte an Reiterei um
Caesar,auf Pompeius Seite dafür da man nun einmal in Thessalien,gegenüberstand mit der Entscheidungsschlacht nicht lange zu zögern und mehr
Caesar,Bedenken zeigte den Bach der beide Heere schied und den,mit seinem viel schwächeren Heer zu passieren sich nicht getraute
Caesar,gebieten und seine Agamemnonrolle zu verewigen Pompeius gab nach und,der in der Meinung daß es nicht zum Kampf kommen
Caesar,Pharsalos geschlagen Pompeius lehnte den rechten Flügel an den Enipeus,ihm gegenüber den linken an das vor dem Enipeus sich
Caesar,und entwickelte sich linkshin um das Fußvolk zu umgehen Aber,die Niederlage seiner Reiterei voraussehend hatte hinter ihr auf der
Caesar,in das Lager ohne auch nur den Ausgang des von,befohlenen Gesamtangriffs abzuwarten Seine Legionen fingen an zu schwanken und
Caesar,als die Caesars nach der Niederlage von Dyrrhachion Aber wenn,in den Wechselfällen seiner Geschicke es gelernt hatte daß das
Caesar,nach Oberfeldherr hoffte hinter den Lagerwällen Schutz zu finden aber,gestattete ihr keine Rast rasch wurde die hartnäckige Gegenwehr der
Caesar,in den Bergen von den elf feindlichen Adlern wurden neun,überbracht Caesar der schon am Tage der Schlacht die Soldaten
Caesar,Bergen von den elf feindlichen Adlern wurden neun Caesar überbracht,der schon am Tage der Schlacht die Soldaten erinnert hatte
Caesar,und erstürmen ließ und König Juba von Numidien der von,die Einziehung seines Reiches schon längst und nach dem Siege
Caesar,äußerlich und erkannte die Monarchie insofern an als sie von,Gnade annahmen und so weit möglich sich ins Privatleben zurückzogen
Caesar,auch der tüchtige Marcus Marcellus derselbe der den Bruch mit,herbeigeführt hatte zu diesen Verständigen und verbannte sich freiwillig nach
Caesar,gering Sei es daß er es nicht über sich gewann,sich anzuvertrauen sei es daß er in seiner gewöhnlichen unklaren
Caesar,anfing Hoffnung zu schöpfen Pompeius war entschlossen den Kampf gegen,fortzusetzen und nach dem pharsalischen noch ein anderes Schlachtfeld sich
Caesar,ein anderes Schlachtfeld sich zu suchen So ging also wie,immer durch Klugheit und Mäßigung den Groll seiner Gegner zu
Caesar,Geschwader besaßen sie noch eine sehr ansehnliche eigene Flotte während,immer noch so gut wie ohne Kriegsschiffe war und ihre
Caesar,ihre Verbindung mit den Delmatern die im eigenen Interesse gegen,aufgestanden waren ihre Herrschaft über die wichtigsten Meere und Hafenplätze
Caesar,zu der seinigen machen und sehr unwahrscheinlich daß er gegen,sie durchfechten werde Die Zeit der republikanischen Verschwörungen aber war
Caesar,Kampf fortzusetzen entschieden waren nicht wußten wie noch wo hatte,wie immer rasch ent schlossen und rasch handelnd alles beiseite
Caesar,zu bewaffnen erhielt er die Nachricht daß Antiochia sich für,erklärt habe und der Weg zu den Parthern nicht mehr
Caesar,dieselbe aufzuwiegeln es sei sicherer und auch mit Rücksicht auf,vorzuziehen wenn man die Gelegenheit wahrnehme um Pompeius aus der
Caesar,in gewissem Sinn die Reihe der römischen Monarchen eröffnet Als,Pompeius Spuren folgend auf der Rhede von Alexandreia eintraf war
Caesar,nach Ägypten gekommen war Die Antwort auf die Frage wie,mit dem gefangenen Pompeius verfahren sein würde hat der Dolch
Caesar,es war sehr zweifelhaft ob bei diesem Wechsel der Personen,nicht mehr verlor als er gewann Indes in Ägypten hatte
Caesar,nicht mehr verlor als er gewann Indes in Ägypten hatte,jetzt nichts weiter zu tun und Römer und Ägypter erwarteten
Caesar,Organisationswerk machen werde das ihm nach dem Siege bevorstand Allein,seiner Gewohnheit getreu wo er einmal in dem weiten Reiche
Caesar,ohne sich stören zu lassen durch Potheinos naseweise Bemerkung daß,doch über diese Kleinigkeiten nicht seine so wichtigen eigenen Angelegenheiten
Caesar,in der Burg und auch Kleopatra stellte dort sich ein,sprach das Reich Ägypten dem Testament des Auletes gemäß den
Caesar,verlaufener italischer Verbrecher und Sklaven in ihren Reihen zählte grollte,auf dessen Befehl sie ihre Aktion an der syrischen Grenze
Caesar,welche gegen seine Soldaten in der Stadt verübt wurden hatten,darüber belehrt in welcher ungeheuren Gefahr er mit seinen wenigen
Caesar,am wenigsten gegen ihren Richter sparsam war so schien auch,unter all seinen Siegen die über schöne Frauen am höchsten
Caesar,Alexandreia und sowie die Bürgerschaft sah daß sie kam um,anzugreifen machte sie mit den Soldaten gemeinschaftliche Sache Mit einer
Caesar,Mit einer Geistesgegenwart die seine frühere Tolldreistigkeit gewissermaßen rechtfertigt raffte,schleunigst seine zerstreuten Mannschaften zusammen bemächtigte sich der Person des
Caesar,in deren Straßen täglich gefochten ward ohne daß es weder,gelang sich freier zu entwickeln und bis zu dem hinter
Caesar,unerwartet trinkbares Wasser in den am Strande gegrabenen Brunnen Da,von der Landseite nicht zu überwältigen war richteten sich die
Caesar,die durch zwei Bogenöffnungen des Dammes miteinander in Verbindung standen,beherrschte die Insel und den Osthafen während der Damm und
Caesar,noch auch das Weite suchen da der Verlust der Rhede,ganz von der See abgesperrt haben würde Wenn auch die
Caesar,beliebte und wurden jene eine einziges Mal überwunden so war,vollständig eingeschlossen und wahrscheinlich verloren Es ward schlechterdings nötig einen
Caesar,Caesars Gewalt erst bei der zweiten Bogenöffnung des Dammes befahl,anzuhalten und den Damm hier gegen die Stadt zu durch
Caesar,Ägyptier jetzt den jungen König Ptolemäos an der Spitze welchen,in der vergeblichen Hoffnung die Insurrektion durch ihn zu beschwichtigen
Caesar,gewann dennoch unter glücklichen Gefechten das andere Ufer bei Memphis,andererseits sowie er von dem Eintreffen der Entsatzarmee Kunde erhielt
Caesar,erfolgte ohne daß der Feind sie zu hindern versucht hätte,rückte dann in das Delta wohin der König sich zurückgezogen
Caesar,nur ein schmaler Weg es trennte und schwer zugänglichen Sümpfen,ließ zugleich von vorn und seitwärts auf dem Weg am
Caesar,in den Wellen seines heimischer Stromes Unmittelbar vom Schlachtfeld rückte,von der Landseite her geradeswegs an der Spitze seiner Reiterei
Caesar,sein und verfuhr mit den Alexandrinern wie mit den Massalioten,hinweisend auf die arg verwüstete und bei Gelegenheit des Flottenbrandes
Caesar,scheußlichen Sultanslaunen ausgoß Winter 706 7 48 7 Als dann,selbst in Kleinasien eintraf und ihm sagen ließ daß der
Caesar,zwar bereit zu gehorchen aber wohl wissend wie guten Grund,hatte nach dem Westen zu eilen machte er dennoch keine
Caesar,dennoch keine ernstlichen Anstalten zur Räumung Er wußte nicht daß,abtat was er angriff Ohne weiter zu verhandeln nahm Caesar
Caesar,Caesar abtat was er angriff Ohne weiter zu verhandeln nahm,die eine von Alexandreia mitgebrachte Legion und die Truppen des
Caesar,der Verfolgung des Königs der über Sinope heimgegangen war beauftragte,des Pharnakes illegitimen Bruder den tapfern Mithradates von Pergamon welcher
Caesar,einem der galatischen Fürstengeschlechter entstammte Auch in Illyrien hatten während,in Ägypten war sehr ernsthafte Auftritte sich zugetragen Die delmatische
Caesar,ein wunder Fleck der römischen Herrschaft und die Bewohner mit,seit den Kämpfen um Dyrrhachion in offener Fehde im Binnenland
Caesar,um hier zur See und zu Lande den Krieg gegen,zu leiten wußte Cornificius gestützt auf die Schiffe und den
Caesar,Gefecht Aber als der neue Statthalter von Illyrien der von,aus dem Exil zurückberufene Aulus Gabinius mit 15 Kohorten und
Caesar,Küstenstädte ergaben sich hierauf der Flotte des Octavius die an,festhielten wie Salonae und Epidauros Ragusa vecchia wurden von der
Caesar,allein es war dies nichts als ein örtlicher Gebirgskrieg Als,aus Ägypten zurückkam hatte sein entschlossener Adjutant die in Illyrien
Caesar,man gegen die allerdings nicht mit Unrecht der Hinneigung zu,beschuldigte Bürgerschaft mit Vorsichtsmaßregeln sich begnügte hatte sie nur Catos
Caesar,hatte sie nur Catos energischem Auftreten zu danken Da weder,selbst noch einer seiner Statthalter das geringste gegen Afrika unternahm
Caesar,Pharsalische Schlacht fing an neuen Siegeshoffnungen zu weichen Die von,in Ägypten verlorene Zeit rächte nirgend sich schwerer als hier
Caesar,Unstern zu walten Noch vor seiner Einschiffung nach Ägypten hatte,in Spanien und Italien verschiedene Maßregeln zur Einleitung und Vorbereitung
Caesar,festzusetzen Zeit verloren hatte kam zu spät Gaius Trebonius den,nach seiner Heimkehr aus dem Osten zur Ablösung des Cassius
Caesar,worden Bedenklicher noch waren die Vorgänge unter den Truppen die,im südlichen Italien hatte zusammenziehen lassen um mit ihnen nach
Caesar,die versprochenen Geschenke ihnen gezahlt seien und wiesen die von,gesandten Offiziere mit Hohnreden ja mit Steinwürfen zurück Ein Versuch
Caesar,unterwegs zurückzuhalten versuchten wurden erschlagen Es war eine furchtbare Gefahr,ließ die wenigen in der Stadt befindlichen Soldaten die Tore
Caesar,Augenblicklich ward er wie gebeten erteilt Wegen der Geschenke fügte,hinzu welche er für den Triumph seinen Soldaten zugesagt habe
Caesar,Auf diese Wendung waren die Massen nicht gefaßt überzeugt daß,ihrer für den afrikanischen Feldzug nicht entraten könne hatten sie
Caesar,annehmen und es ihnen wiedergestatten möge Caesars Soldaten zu heißen,gestattete es nachdem er hinreichend sich hatte bitten lassen den
Caesar,nachteilig ein als sie die Eröffnung desselben beträchtlich verzögerte Als,in dem zur Einschiffung bestimmten Hafen von Lilybäon eintraf waren
Caesar,daselbst angelangt und die nötigen Kriegs und Transportschiffe angekommen als,mit denselben in See stach 25 Dec 707 des unberichtigten
Caesar,Stürme zerstreuten die Flotte Caesars nach allen Richtungen und als,unweit Hadrumetum Susa die Gelegenheit zu landen ersah konnte er
Caesar,das vom Feinde stark besetzte Hadrumetum wegzunehmen mißlang dagegen bemächtigte,sich der beiden nicht weit voneinander entfernten Hafenplätze Ruspina Monastîr
Caesar,Schiffe anlangten 3 Jan 708 Gleich am folgenden Tage unternahm,dessen Heer infolge der von den Pompeianern getroffenen Anstalten Mangel
Caesar,dem Marsche von den Heerhaufen angegriffen die Labienus heranführte um,von der Küste zu vertreiben Da Labienus ausschließlich Reiterei und
Caesar,der Küste zu vertreiben Da Labienus ausschließlich Reiterei und Schützen,fast nichts als Linieninfanterie hatte so wurden die Legionen rasch
Caesar,vielleicht hier dasselbe ausgerichtet was bei Karrhä der parthische Bogen,den dieser Tag von der ganzen Schwierigkeit des bevorstehenden Krieges
Caesar,wurden konnte nicht viel helfen Etwas mehr wirkten die von,veranlaßten Diversionen Es gelang die am südlichen Abhang des Großen
Caesar,Jol waren Jubas natürliche Rivalen und zum Teil längst mit,im Bündnis Endlich streifte in dem Grenzgebiet zwischen den Reichen
Caesar,Krieg verlegte in bedenklicher Gärung und das Heer das man,gegenüberstellte zum guten Teil ebenfalls schwierig war Die fürchterlich strenge
Caesar,Städte erklärten wo sie irgend es wagen konnten sich für,unter den Gätulern und den Libyern die unter den leichten
Caesar,zog mit gesamter Heeresmacht von Utica her vor die von,besetzten Städte Ruspina und Kleinleptis belegte nördlich davon Hadrumetum südlich
Caesar,erschien zu wiederholten Malen dem Feinde die Schlacht an Aber,war entschlossen seine Veteranenlegionen zu erwarten Als diese dann nach
Caesar,Scipio und Juba die Lust eine Feldschlacht zu wagen und,hatte kein Mittel sie bei ihrer außerordentlichen Überlegenheit an leichter
Caesar,um Ausbreitung der Posten sich bewegten verflossen fast zwei Monate,durch die feindlichen Reiter genötigt sich möglichst auf den Anhöhen
Caesar,im Zögern wie im Zuschlagen sich gleichbleibenden Meisterschaft Endlich wandte,nachdem er seine letzten Verstärkungen an sich gezogen hatte sich
